Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776189337,20,,Aggregated,1.800000,0.000000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,254,47,5900,6603.731319289719,787.1880000166129,19710.623599996325,2017.3346456692914
1776189338,20,,Aggregated,1.800000,0.000000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,256,47,5900,6627.797118357762,787.1880000166129,19710.623599996325,2033.22265625
1776189339,20,,Aggregated,2.200000,0.100000,6100,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,260,47,5900,6655.719881537012,787.1880000166129,19710.623599996325,2065.8884615384613
1776189340,20,,Aggregated,2.200000,0.100000,6100,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,260,47,5900,6655.719881537012,787.1880000166129,19710.623599996325,2065.8884615384613
1776189341,20,,Aggregated,2.400000,0.100000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,261,47,5900,6646.678135630637,787.1880000166129,19710.623599996325,2059.6858237547895
1776189342,20,,Aggregated,2.400000,0.100000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,261,47,5900,6646.678135630637,787.1880000166129,19710.623599996325,2059.6858237547895
1776189343,20,,Aggregated,2.200000,0.100000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,262,47,5900,6639.0097309144985,787.1880000166129,19710.623599996325,2054.7786259541986
1776189344,20,,Aggregated,2.100000,0.100000,5900,7700,9000,11000,14000,15000,16000,18000,20000,20000,20000,264,47,5900,6634.1313621196605,787.1880000166129,19710.623599996325,2050.492424242424
1776189345,20,,Aggregated,1.900000,0.100000,6100,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,266,47,5900,6701.947305261668,787.1880000166129,19710.623599996325,2106.8609022556393
1776189346,20,,Aggregated,1.800000,0.100000,6000,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,270,47,5900,6719.07897999853,787.1880000166129,19710.623599996325,2091.151851851852
1776189347,20,,Aggregated,1.800000,0.100000,6000,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,270,47,5900,6719.07897999853,787.1880000166129,19710.623599996325,2091.151851851852
1776189348,20,,Aggregated,1.600000,0.100000,6000,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,272,48,5900,6715.010520586849,787.1880000166129,19710.623599996325,2078.5882352941176
1776189349,20,,Aggregated,1.600000,0.000000,5900,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,278,52,5900,6651.690503236044,787.1880000166129,19710.623599996325,2041.2374100719423
1776189350,20,,Aggregated,1.600000,0.000000,5900,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,278,52,5900,6651.690503236044,787.1880000166129,19710.623599996325,2041.2374100719423
1776189351,20,,Aggregated,1.800000,0.400000,5900,7700,9000,11000,14000,15000,17000,18000,20000,20000,20000,281,52,5900,6691.078814945215,787.1880000166129,19710.623599996325,2052.0071174377226
1776189352,20,,Aggregated,1.800000,0.400000,5900,7800,9200,11000,14000,15000,17000,18000,20000,20000,20000,282,52,5900,6719.021504608553,787.1880000166129,19710.623599996325,2068.744680851064
1776189353,20,,Aggregated,1.800000,0.500000,6000,7900,9200,11000,15000,15000,17000,18000,20000,20000,20000,287,52,6000,6775.248101740959,787.1880000166129,19710.623599996325,2048.710801393728
